Locus Tag	Half Life combined fit	stdev_half_life_ABC
SYNPCC7002_A0615	1.185	2.266
SYNPCC7002_A1829	1.185	1.477
SYNPCC7002_A0387	1.185	0.781
SYNPCC7002_A2548	1.185	0.181
SYNPCC7002_A1924	1.186	0.247
SYNPCC7002_A1015	1.187	0.344
SYNPCC7002_A2079	1.187	0.466
SYNPCC7002_A0668	1.189	0.466
SYNPCC7002_A2671	1.190	0.488
SYNPCC7002_A2336	1.190	0.145
SYNPCC7002_A2629	1.191	0.211
SYNPCC7002_A0067	1.192	0.270
SYNPCC7002_A0635	1.192	0.082
SYNPCC7002_A1615	1.192	2.561
SYNPCC7002_A1584	1.192	0.324
SYNPCC7002_A2596	1.193	0.327
SYNPCC7002_A2337	1.194	0.135
SYNPCC7002_A1244	1.196	3.788
SYNPCC7002_G0101	1.197	0.146
SYNPCC7002_A2601	1.197	0.122
SYNPCC7002_A0228	1.198	0.171
SYNPCC7002_A1000	1.198	0.090
SYNPCC7002_A0368	1.198	0.124
SYNPCC7002_A2007	1.199	0.152
SYNPCC7002_A1453	1.201	0.386
SYNPCC7002_A1073	1.201	3.331
SYNPCC7002_A0224	1.203	2.322
SYNPCC7002_A1182	1.203	0.141
SYNPCC7002_A1700	1.205	0.081
SYNPCC7002_A2484	1.206	1.386
SYNPCC7002_A0855	1.206	0.179
SYNPCC7002_A2674	1.207	0.793
SYNPCC7002_A2110	1.208	0.209
SYNPCC7002_A2257	1.208	1.897
SYNPCC7002_A1450	1.208	0.481
SYNPCC7002_A0190	1.208	1.808
SYNPCC7002_A1994	1.209	0.185
SYNPCC7002_A1974	1.209	0.069
SYNPCC7002_A0447	1.210	0.126
SYNPCC7002_A0229	1.210	0.033
SYNPCC7002_A1031	1.210	0.177
SYNPCC7002_A2258	1.213	0.238
SYNPCC7002_A1922	1.213	0.196
SYNPCC7002_A2870	1.217	0.309
SYNPCC7002_A1491	1.218	0.074
SYNPCC7002_A2508	1.218	1.276
SYNPCC7002_A2721	1.220	1.586
SYNPCC7002_A2111	1.220	0.134
SYNPCC7002_A1030	1.220	0.087
SYNPCC7002_A0967	1.221	0.445
SYNPCC7002_A1029	1.221	0.066
SYNPCC7002_G0131	1.222	0.149
SYNPCC7002_A1223	1.224	0.225
SYNPCC7002_A1590	1.225	0.157
SYNPCC7002_A2287	1.225	1.455
SYNPCC7002_A0386	1.226	0.347
SYNPCC7002_A0969	1.226	8.745
SYNPCC7002_A2740	1.227	0.238
SYNPCC7002_C0016	1.228	0.772
SYNPCC7002_A1607	1.228	6.558
SYNPCC7002_F0014	1.229	0.169
SYNPCC7002_A1598	1.231	1.006
SYNPCC7002_A2038	1.232	0.137
SYNPCC7002_A0730	1.234	0.367
SYNPCC7002_A0319	1.234	1.207
SYNPCC7002_A1304	1.235	2.741
SYNPCC7002_F0075	1.235	0.334
SYNPCC7002_G0041	1.236	0.169
SYNPCC7002_A0802	1.236	0.050
SYNPCC7002_A0381	1.236	9.863
SYNPCC7002_C0010	1.237	0.331
SYNPCC7002_A0589	1.237	0.385
SYNPCC7002_A0529	1.237	0.222
SYNPCC7002_A1806	1.238	0.163
SYNPCC7002_A2048	1.238	0.067
SYNPCC7002_A2323	1.238	0.675
SYNPCC7002_A0437	1.238	0.346
SYNPCC7002_A2545	1.241	0.053
SYNPCC7002_A0667	1.242	0.119
SYNPCC7002_A2039	1.243	0.117
SYNPCC7002_A0490	1.244	0.116
SYNPCC7002_A0754	1.246	0.150
SYNPCC7002_A0388	1.247	1.169
SYNPCC7002_A1581	1.247	0.792
SYNPCC7002_A1078	1.247	0.174
SYNPCC7002_A0450	1.248	0.089
SYNPCC7002_A1899	1.248	0.159
SYNPCC7002_A2335	1.249	0.411
SYNPCC7002_F0019	1.249	0.885
SYNPCC7002_A2474	1.249	1.818
SYNPCC7002_A0869	1.250	0.802
SYNPCC7002_A2292	1.251	2.196
SYNPCC7002_A1443	1.251	0.477
SYNPCC7002_A2504	1.252	0.312
SYNPCC7002_A0136	1.252	0.093
SYNPCC7002_A0093	1.253	1.402
SYNPCC7002_A1070	1.255	0.133
SYNPCC7002_A2120	1.257	1.724
SYNPCC7002_A2485	1.257	0.429
SYNPCC7002_A2253	1.257	1.243
SYNPCC7002_A1807	1.258	0.122
SYNPCC7002_A1758	1.258	0.277
SYNPCC7002_A2854	1.259	0.394
SYNPCC7002_A2170	1.260	0.116
SYNPCC7002_A1342	1.261	0.143
SYNPCC7002_A1978	1.262	1.626
SYNPCC7002_A0191	1.263	0.326
SYNPCC7002_A0298	1.265	0.701
SYNPCC7002_A1481	1.265	0.206
SYNPCC7002_A1879	1.267	0.553
SYNPCC7002_A0412	1.269	0.385
SYNPCC7002_G0042	1.271	0.516
SYNPCC7002_F0020	1.271	0.049
SYNPCC7002_A0356	1.273	0.567
SYNPCC7002_A1449	1.274	0.176
SYNPCC7002_F0058	1.275	0.121
SYNPCC7002_A0753	1.275	3.476
SYNPCC7002_A0115	1.276	3.024
SYNPCC7002_A0517	1.276	0.054
SYNPCC7002_A0875	1.278	0.264
SYNPCC7002_G0011	1.279	0.100
SYNPCC7002_A1972	1.279	1.486
SYNPCC7002_A1028	1.281	0.041
SYNPCC7002_A1801	1.284	1.795
SYNPCC7002_A1954	1.285	0.104
SYNPCC7002_A1422	1.286	1.924
SYNPCC7002_A0271	1.287	0.392
SYNPCC7002_G0023	1.287	0.072
SYNPCC7002_A1343	1.288	0.248
SYNPCC7002_A0979	1.289	4.913
SYNPCC7002_A0883	1.291	0.160
SYNPCC7002_A0547	1.291	0.477
SYNPCC7002_A1421	1.292	0.152
SYNPCC7002_A1638	1.292	0.225
SYNPCC7002_A1835	1.292	3.687
SYNPCC7002_A2446	1.292	0.174
SYNPCC7002_A0505	1.292	0.028
SYNPCC7002_G0127	1.293	0.933
SYNPCC7002_A1246	1.294	0.178
SYNPCC7002_A1017	1.296	0.141
SYNPCC7002_F0018	1.299	0.103
SYNPCC7002_A0748	1.300	0.228
SYNPCC7002_A1802	1.301	1.633
SYNPCC7002_A1281	1.301	1.348
SYNPCC7002_A1734	1.302	0.232
SYNPCC7002_A1260	1.303	1.354
SYNPCC7002_A0047	1.303	1.322
SYNPCC7002_A0296	1.304	0.164
SYNPCC7002_A2109	1.305	1.309
SYNPCC7002_A0284	1.305	3.796
SYNPCC7002_A2097	1.306	0.156
SYNPCC7002_A2665	1.307	0.053
SYNPCC7002_A1921	1.307	2.189
SYNPCC7002_A2583	1.308	0.797
SYNPCC7002_A1332	1.311	0.191
SYNPCC7002_A2339	1.314	1.011
SYNPCC7002_G0067	1.315	0.077
SYNPCC7002_A1508	1.317	0.172
SYNPCC7002_F0096	1.319	0.084
SYNPCC7002_A0439	1.319	2.575
SYNPCC7002_A2340	1.320	2.731
SYNPCC7002_A2280	1.321	1.298
SYNPCC7002_A0532	1.322	0.150
SYNPCC7002_A2833	1.322	0.157
SYNPCC7002_A0655	1.322	0.177
SYNPCC7002_A0403	1.323	0.101
SYNPCC7002_A1812	1.324	1.162
SYNPCC7002_A1174	1.325	0.547
SYNPCC7002_A2134	1.326	0.120
SYNPCC7002_A1733	1.327	1.565
SYNPCC7002_A0004	1.329	1.462
SYNPCC7002_A2670	1.329	3.735
SYNPCC7002_A1251	1.330	0.155
SYNPCC7002_A2158	1.331	0.386
SYNPCC7002_A1844	1.332	0.247
SYNPCC7002_A2511	1.333	1.190
SYNPCC7002_C0008	1.334	0.218
SYNPCC7002_A1014	1.338	1.552
SYNPCC7002_A1708	1.339	0.231
SYNPCC7002_A2755	1.340	0.501
SYNPCC7002_A0955	1.341	2.303
SYNPCC7002_A1983	1.342	1.015
SYNPCC7002_A2131	1.343	0.171
SYNPCC7002_A1971	1.343	1.531
SYNPCC7002_A1303	1.345	4.869
SYNPCC7002_A2645	1.345	2.132
SYNPCC7002_A2008	1.346	0.373
SYNPCC7002_A1977	1.348	3.925
SYNPCC7002_A0220	1.349	1.328
SYNPCC7002_A0658	1.351	1.276
SYNPCC7002_G0114	1.353	1.122
SYNPCC7002_A1793	1.353	0.052
SYNPCC7002_A2659	1.353	2.107
SYNPCC7002_A1730	1.353	1.166
SYNPCC7002_A1337	1.354	22.288
SYNPCC7002_A0849	1.355	2.083
SYNPCC7002_A0657	1.356	1.558
SYNPCC7002_A1507	1.357	0.082
SYNPCC7002_A1685	1.359	0.058
SYNPCC7002_A2499	1.360	0.475
SYNPCC7002_A1258	1.360	0.065
SYNPCC7002_G0076	1.361	0.256
SYNPCC7002_A0942	1.362	0.264
SYNPCC7002_A1452	1.364	0.119
SYNPCC7002_A0535	1.367	1.425
SYNPCC7002_G0050	1.368	0.796
SYNPCC7002_A1799	1.368	1.891
SYNPCC7002_F0031	1.370	0.671
SYNPCC7002_A0467	1.370	0.101
SYNPCC7002_A2734	1.372	0.025
SYNPCC7002_A2181	1.373	0.041
SYNPCC7002_A1603	1.374	0.080
SYNPCC7002_A1083	1.376	1.128
SYNPCC7002_A0654	1.377	0.531
SYNPCC7002_A2634	1.378	0.292
SYNPCC7002_A1833	1.378	0.114
SYNPCC7002_A1691	1.382	0.205
SYNPCC7002_A1138	1.386	0.072
SYNPCC7002_A0695	1.387	1.583
SYNPCC7002_A0673	1.387	0.227
SYNPCC7002_G0125	1.388	0.278
SYNPCC7002_A0250	1.389	0.559
SYNPCC7002_A1602	1.391	0.264
SYNPCC7002_A2031	1.391	0.230
SYNPCC7002_A2157	1.392	2.530
SYNPCC7002_A2684	1.392	0.376
SYNPCC7002_F0057	1.392	0.343
SYNPCC7002_A2143	1.393	0.200
SYNPCC7002_A0338	1.394	0.156
SYNPCC7002_A0107	1.394	0.258
SYNPCC7002_A1826	1.395	2.007
SYNPCC7002_A1870	1.397	0.458
SYNPCC7002_G0148	1.398	0.181
SYNPCC7002_D0009	1.400	0.110
SYNPCC7002_A0626	1.401	4.999
SYNPCC7002_A1139	1.402	0.589
SYNPCC7002_A0171	1.402	0.308
SYNPCC7002_A2531	1.404	0.128
SYNPCC7002_A1363	1.404	0.062
SYNPCC7002_A0986	1.406	2.215
SYNPCC7002_A0225	1.406	0.139
SYNPCC7002_A1394	1.408	0.184
SYNPCC7002_A0382	1.413	0.071
SYNPCC7002_A0596	1.413	1.493
SYNPCC7002_A1986	1.413	0.443
SYNPCC7002_A1447	1.414	1.086
SYNPCC7002_A2052	1.415	3.160
SYNPCC7002_A0577	1.415	0.170
SYNPCC7002_A0656	1.416	1.430
SYNPCC7002_F0072	1.417	0.101
SYNPCC7002_A0110	1.417	0.208
SYNPCC7002_A0536	1.417	1.247
SYNPCC7002_G0005	1.418	0.605
SYNPCC7002_A1583	1.419	0.340
SYNPCC7002_G0149	1.420	1.497
SYNPCC7002_A2681	1.421	0.824
SYNPCC7002_A0798	1.421	0.421
SYNPCC7002_A2009	1.422	0.065
SYNPCC7002_A1652	1.422	0.390
SYNPCC7002_A2225	1.424	0.050
SYNPCC7002_A2498	1.424	0.168
SYNPCC7002_A0829	1.424	1.465
SYNPCC7002_A1803	1.425	0.222
SYNPCC7002_A2842	1.426	3.396
SYNPCC7002_F0015	1.426	0.383
SYNPCC7002_G0040	1.426	0.383
SYNPCC7002_A1509	1.427	0.657
SYNPCC7002_A2777	1.428	0.360
SYNPCC7002_A1748	1.429	0.517
SYNPCC7002_A2391	1.432	0.389
SYNPCC7002_G0150	1.433	1.596
SYNPCC7002_A2000	1.434	0.172
SYNPCC7002_A2700	1.436	2.050
SYNPCC7002_A2541	1.436	0.095
SYNPCC7002_G0032	1.436	0.393
SYNPCC7002_A2599	1.437	0.051
SYNPCC7002_A2532	1.437	0.166
SYNPCC7002_A0313	1.437	0.433
SYNPCC7002_A1306	1.438	2.190
SYNPCC7002_A1466	1.439	3.322
SYNPCC7002_A0860	1.441	0.039
SYNPCC7002_A1693	1.442	0.377
SYNPCC7002_C0005	1.444	0.011
SYNPCC7002_E0013	1.444	0.420
SYNPCC7002_F0097	1.444	0.306
SYNPCC7002_A1406	1.445	0.148
SYNPCC7002_A0074	1.446	0.492
SYNPCC7002_A0899	1.446	0.490
SYNPCC7002_A2059	1.449	0.077
SYNPCC7002_D0004	1.449	0.406
SYNPCC7002_A0533	1.450	0.518
SYNPCC7002_A1213	1.450	0.692
SYNPCC7002_A2867	1.455	0.258
SYNPCC7002_A1274	1.456	2.610
SYNPCC7002_A2467	1.456	0.238
SYNPCC7002_A2373	1.458	0.325
SYNPCC7002_A1770	1.461	0.033
SYNPCC7002_A2393	1.462	1.823
SYNPCC7002_A2161	1.462	0.068
SYNPCC7002_A0168	1.462	2.125
SYNPCC7002_A2468	1.463	0.134
SYNPCC7002_A0095	1.463	0.165
SYNPCC7002_A1392	1.467	2.061
SYNPCC7002_A0497	1.470	1.374
SYNPCC7002_A0466	1.470	0.280
SYNPCC7002_A1076	1.470	1.208
SYNPCC7002_A0707	1.471	0.213
SYNPCC7002_G0103	1.472	0.271
SYNPCC7002_A0534	1.473	1.639
SYNPCC7002_A0085	1.474	0.096
SYNPCC7002_A0659	1.475	0.443
SYNPCC7002_A0637	1.477	0.500
SYNPCC7002_G0030	1.477	0.022
SYNPCC7002_G0054	1.477	0.046
SYNPCC7002_A0691	1.480	2.060
SYNPCC7002_F0088	1.481	0.223
SYNPCC7002_A2566	1.482	0.032
SYNPCC7002_A0162	1.482	0.577
SYNPCC7002_G0059	1.484	0.314
SYNPCC7002_A2505	1.485	0.309
SYNPCC7002_A2813	1.486	0.134
SYNPCC7002_A2840	1.486	0.276
SYNPCC7002_A1732	1.487	0.315
SYNPCC7002_A2564	1.488	0.516
SYNPCC7002_A1334	1.489	0.421
SYNPCC7002_A0287	1.491	1.403
SYNPCC7002_A1142	1.493	0.345
SYNPCC7002_A1963	1.493	0.255
SYNPCC7002_A2597	1.493	0.287
SYNPCC7002_A0897	1.493	0.271
SYNPCC7002_A1162	1.494	0.274
SYNPCC7002_A0499	1.495	0.421
SYNPCC7002_A1366	1.499	0.393
SYNPCC7002_A0929	1.500	0.198
SYNPCC7002_A0940	1.502	1.621
SYNPCC7002_A0796	1.505	1.192
SYNPCC7002_A2152	1.506	0.052
SYNPCC7002_A1881	1.507	0.150
SYNPCC7002_A1604	1.507	0.180
SYNPCC7002_A2273	1.507	1.785
SYNPCC7002_A1365	1.509	0.133
SYNPCC7002_A1880	1.510	0.011
SYNPCC7002_F0028	1.510	1.732
SYNPCC7002_A1071	1.511	0.094
SYNPCC7002_G0151	1.511	0.102
SYNPCC7002_A1314	1.513	0.014
SYNPCC7002_A1991	1.515	0.235
SYNPCC7002_A2206	1.515	0.119
SYNPCC7002_A2856	1.516	0.485
SYNPCC7002_A2395	1.521	0.173
SYNPCC7002_A0585	1.522	0.108
SYNPCC7002_A1032	1.525	0.221
SYNPCC7002_A2836	1.525	0.206
SYNPCC7002_A1753	1.526	0.315
SYNPCC7002_A0015	1.528	0.280
SYNPCC7002_F0087	1.532	0.101
SYNPCC7002_A0823	1.535	0.138
SYNPCC7002_A0022	1.536	2.075
SYNPCC7002_A1202	1.537	0.349
SYNPCC7002_A2776	1.538	0.344
SYNPCC7002_G0098	1.540	0.961
SYNPCC7002_A0898	1.541	1.813
SYNPCC7002_A2430	1.543	0.113
SYNPCC7002_F0064	1.543	1.570
SYNPCC7002_A2382	1.544	1.468
SYNPCC7002_C0009	1.544	2.272
SYNPCC7002_B0003	1.546	0.125
SYNPCC7002_A0048	1.546	1.464
SYNPCC7002_A0810	1.548	2.286
SYNPCC7002_A0633	1.549	0.437
SYNPCC7002_D0014	1.551	1.725
SYNPCC7002_A0925	1.553	0.130
SYNPCC7002_A0847	1.554	0.182
SYNPCC7002_G0008	1.556	0.386
SYNPCC7002_G0031	1.558	0.316
SYNPCC7002_A1093	1.562	0.119
SYNPCC7002_A1795	1.562	0.156
SYNPCC7002_A1016	1.563	0.442
SYNPCC7002_A0294	1.567	0.208
SYNPCC7002_A1702	1.571	0.569
SYNPCC7002_A2492	1.571	0.306
SYNPCC7002_A0302	1.572	0.482
SYNPCC7002_A1243	1.574	0.282
SYNPCC7002_A2018	1.576	0.753
SYNPCC7002_A2821	1.576	0.426
SYNPCC7002_A2533	1.580	2.954
SYNPCC7002_A1771	1.581	0.045
SYNPCC7002_A0395	1.581	0.089
SYNPCC7002_A2556	1.586	0.365
SYNPCC7002_A1800	1.588	1.736
SYNPCC7002_A0699	1.589	0.402
SYNPCC7002_A2727	1.589	0.491
SYNPCC7002_A1160	1.589	0.223
SYNPCC7002_A2063	1.590	1.481
SYNPCC7002_A0570	1.595	0.166
SYNPCC7002_A1459	1.597	0.225
SYNPCC7002_E0036	1.599	0.383
SYNPCC7002_A1928	1.600	0.068
SYNPCC7002_A0033	1.601	0.322
SYNPCC7002_A0087	1.601	0.314
SYNPCC7002_G0130	1.602	0.128
SYNPCC7002_A0199	1.603	0.038
SYNPCC7002_A1157	1.603	0.479
SYNPCC7002_A1636	1.605	0.611
SYNPCC7002_A2294	1.607	0.514
SYNPCC7002_E0033	1.608	0.134
SYNPCC7002_A0751	1.608	0.239
SYNPCC7002_A2817	1.612	0.107
SYNPCC7002_A1990	1.613	0.133
SYNPCC7002_A0029	1.613	0.392
SYNPCC7002_A2180	1.615	0.096
SYNPCC7002_G0102	1.615	0.330
SYNPCC7002_A1631	1.616	0.105
SYNPCC7002_A1385	1.617	0.357
SYNPCC7002_A0333	1.618	1.912
SYNPCC7002_A0795	1.619	1.726
SYNPCC7002_A0200	1.620	0.033
SYNPCC7002_A2493	1.621	0.304
SYNPCC7002_A1159	1.624	0.245
SYNPCC7002_A1886	1.626	0.367
SYNPCC7002_A1307	1.626	0.113
SYNPCC7002_A0782	1.628	0.379
SYNPCC7002_A0996	1.629	2.333
SYNPCC7002_A1686	1.629	0.307
SYNPCC7002_A1720	1.631	0.398
SYNPCC7002_E0016	1.631	0.283
SYNPCC7002_A2841	1.633	0.288
SYNPCC7002_A2652	1.643	1.391
SYNPCC7002_A1367	1.644	0.491
SYNPCC7002_A0434	1.645	0.519
SYNPCC7002_A0780	1.650	0.477
SYNPCC7002_A2401	1.650	0.438
SYNPCC7002_A2410	1.655	0.029
SYNPCC7002_A1851	1.659	0.222
SYNPCC7002_A2348	1.659	0.479
SYNPCC7002_G0120	1.659	0.715
SYNPCC7002_A0125	1.659	0.321
SYNPCC7002_A0886	1.662	0.047
SYNPCC7002_A1923	1.663	0.138
SYNPCC7002_A0397	1.663	0.058
SYNPCC7002_A1565	1.664	0.676
SYNPCC7002_A2014	1.666	0.155
SYNPCC7002_A1883	1.669	0.348
SYNPCC7002_A0914	1.670	3.743
SYNPCC7002_A0297	1.671	0.825
SYNPCC7002_A2272	1.672	0.679
SYNPCC7002_A1434	1.673	1.608
SYNPCC7002_A1315	1.674	0.291
SYNPCC7002_A2411	1.675	0.432
SYNPCC7002_A2119	1.676	0.041
SYNPCC7002_A0400	1.676	0.267
SYNPCC7002_A1498	1.678	0.078
SYNPCC7002_A0634	1.681	0.549
SYNPCC7002_A1433	1.686	1.402
SYNPCC7002_A2171	1.687	0.100
SYNPCC7002_A1193	1.688	0.299
SYNPCC7002_A1866	1.691	0.310
SYNPCC7002_A2459	1.691	2.505
SYNPCC7002_A1074	1.691	2.058
SYNPCC7002_A0257	1.694	1.761
SYNPCC7002_A2536	1.695	0.117
SYNPCC7002_A1163	1.695	0.063
SYNPCC7002_A1902	1.696	0.264
SYNPCC7002_A2037	1.700	0.215
SYNPCC7002_A2600	1.701	0.120
SYNPCC7002_A1811	1.702	2.046
SYNPCC7002_A2234	1.703	3.073
SYNPCC7002_A2630	1.703	0.138
SYNPCC7002_A0157	1.709	0.120
SYNPCC7002_A0697	1.711	0.095
SYNPCC7002_A1321	1.712	0.338
SYNPCC7002_A2726	1.712	3.128
SYNPCC7002_A0198	1.713	0.220
SYNPCC7002_A1871	1.716	0.091
SYNPCC7002_A0726	1.718	0.388
SYNPCC7002_A2047	1.718	2.063
SYNPCC7002_G0141	1.719	1.182
SYNPCC7002_A2439	1.721	0.597
SYNPCC7002_A0861	1.721	0.890
SYNPCC7002_A0097	1.722	0.327
SYNPCC7002_A1642	1.723	0.410
SYNPCC7002_A0587	1.723	2.114
SYNPCC7002_A1066	1.724	2.021
SYNPCC7002_F0021	1.724	0.300
SYNPCC7002_A0700	1.725	0.533
SYNPCC7002_A2679	1.729	0.161
SYNPCC7002_A0289	1.729	0.291
SYNPCC7002_A2806	1.731	0.313
SYNPCC7002_F0070	1.732	0.450
SYNPCC7002_C0006	1.734	0.490
SYNPCC7002_F0063	1.736	0.322
SYNPCC7002_A2412	1.737	0.197
SYNPCC7002_A0924	1.737	0.048
SYNPCC7002_A0358	1.738	0.208
SYNPCC7002_F0069	1.740	0.101
SYNPCC7002_A2060	1.742	2.005
SYNPCC7002_G0154	1.745	0.262
SYNPCC7002_A1035	1.751	0.645
SYNPCC7002_A1950	1.757	0.682
SYNPCC7002_F0008	1.759	0.065
SYNPCC7002_A0415	1.759	5.998
SYNPCC7002_A0119	1.760	0.340
SYNPCC7002_A0263	1.762	0.553
SYNPCC7002_A2203	1.768	2.276
SYNPCC7002_A1657	1.771	1.695
SYNPCC7002_A1976	1.772	2.040
SYNPCC7002_A2557	1.772	0.274
SYNPCC7002_A1558	1.774	1.605
SYNPCC7002_A2460	1.776	2.274
SYNPCC7002_A1190	1.777	3.033
SYNPCC7002_A1269	1.777	0.381
SYNPCC7002_G0100	1.779	0.279
SYNPCC7002_A0998	1.780	1.675
SYNPCC7002_F0035	1.780	0.501
SYNPCC7002_A2058	1.782	0.056
SYNPCC7002_A2164	1.783	0.651
SYNPCC7002_E0031	1.783	1.995
SYNPCC7002_A2118	1.785	0.248
SYNPCC7002_A0686	1.786	0.390
SYNPCC7002_A0991	1.788	0.213
SYNPCC7002_A0688	1.789	0.474
SYNPCC7002_E0032	1.789	2.904
SYNPCC7002_A0997	1.795	0.337
SYNPCC7002_F0034	1.795	0.199
SYNPCC7002_A0396	1.796	0.158
SYNPCC7002_A1370	1.798	0.118
SYNPCC7002_A2852	1.802	3.089
SYNPCC7002_A1125	1.802	0.269
SYNPCC7002_A1941	1.803	0.193
SYNPCC7002_A0507	1.804	0.238
SYNPCC7002_A0885	1.805	0.520
SYNPCC7002_A2064	1.809	0.077
SYNPCC7002_D0008	1.810	0.106
SYNPCC7002_A2352	1.818	0.258
SYNPCC7002_A2198	1.818	0.145
SYNPCC7002_A2204	1.822	0.350
SYNPCC7002_A2655	1.824	0.256
SYNPCC7002_A1077	1.826	0.300
SYNPCC7002_A0334	1.827	2.588
SYNPCC7002_A0732	1.827	0.274
SYNPCC7002_A1882	1.828	0.446
SYNPCC7002_E0037	1.829	2.937
SYNPCC7002_A1911	1.830	1.528
SYNPCC7002_A1194	1.834	0.099
SYNPCC7002_A2440	1.834	0.438
SYNPCC7002_A0952	1.839	0.702
SYNPCC7002_A1905	1.842	0.076
SYNPCC7002_A0868	1.842	0.356
SYNPCC7002_A2598	1.843	0.112
SYNPCC7002_D0007	1.845	0.083
SYNPCC7002_A0394	1.853	0.595
SYNPCC7002_A1276	1.853	0.118
SYNPCC7002_A1442	1.858	0.067
SYNPCC7002_A1173	1.859	0.114
SYNPCC7002_A1510	1.860	0.099
SYNPCC7002_A1606	1.865	0.175
SYNPCC7002_A2283	1.868	0.102
SYNPCC7002_A1136	1.869	0.192
SYNPCC7002_A0966	1.870	0.331
SYNPCC7002_G0086	1.870	2.163
SYNPCC7002_G0118	1.871	0.073
SYNPCC7002_A1918	1.872	0.361
SYNPCC7002_A2192	1.872	0.560
SYNPCC7002_A1761	1.873	1.041
SYNPCC7002_A0291	1.874	1.937
SYNPCC7002_A0383	1.874	0.287
SYNPCC7002_A1064	1.875	1.799
SYNPCC7002_G0058	1.880	0.560
SYNPCC7002_A0685	1.883	0.405
SYNPCC7002_F0047	1.886	0.270
SYNPCC7002_A0495	1.888	0.200
SYNPCC7002_A1063	1.896	0.152
SYNPCC7002_G0081	1.897	0.659
SYNPCC7002_A1760	1.900	0.094
SYNPCC7002_A0617	1.900	0.087
SYNPCC7002_A2789	1.903	0.248
SYNPCC7002_G0022	1.905	0.219
SYNPCC7002_A1550	1.905	0.450
SYNPCC7002_A0411	1.907	0.133
SYNPCC7002_A2271	1.908	6.818
SYNPCC7002_A2374	1.909	0.586
SYNPCC7002_D0006	1.909	0.163
SYNPCC7002_A1572	1.910	0.361
SYNPCC7002_A0481	1.912	0.065
SYNPCC7002_A2748	1.914	0.389
SYNPCC7002_A1062	1.918	1.695
SYNPCC7002_G0083	1.919	0.508
SYNPCC7002_A0827	1.920	0.550
SYNPCC7002_E0017	1.921	0.567
SYNPCC7002_A2773	1.925	0.129
SYNPCC7002_A0290	1.926	0.185
SYNPCC7002_G0122	1.927	0.544
SYNPCC7002_A1872	1.928	1.191
SYNPCC7002_G0085	1.932	2.659
SYNPCC7002_A1135	1.933	0.219
SYNPCC7002_G0119	1.941	0.148
SYNPCC7002_A1458	1.941	0.172
SYNPCC7002_A0349	1.947	2.574
SYNPCC7002_A1884	1.947	0.110
SYNPCC7002_G0153	1.950	0.050
SYNPCC7002_A0602	1.964	0.333
SYNPCC7002_A2327	1.964	0.332
SYNPCC7002_A1430	1.964	0.494
SYNPCC7002_A2172	1.967	1.837
SYNPCC7002_A0109	1.975	0.206
SYNPCC7002_A2295	1.975	0.231
SYNPCC7002_A1614	1.981	0.343
SYNPCC7002_A2418	1.985	0.455
SYNPCC7002_A1065	1.987	0.231
SYNPCC7002_G0126	1.998	4.747
SYNPCC7002_A0413	2.001	0.975
SYNPCC7002_A0173	2.002	0.101
SYNPCC7002_A2749	2.003	0.521
SYNPCC7002_A2041	2.017	0.466
SYNPCC7002_A1591	2.017	0.495
SYNPCC7002_G0138	2.019	0.342
SYNPCC7002_A2140	2.020	8.928
SYNPCC7002_A1137	2.022	0.247
SYNPCC7002_A2226	2.022	0.278
SYNPCC7002_A1739	2.023	2.434
SYNPCC7002_A1033	2.024	3.071
SYNPCC7002_A0363	2.029	0.110
SYNPCC7002_A1061	2.032	0.236
SYNPCC7002_A2750	2.032	0.138
SYNPCC7002_A0760	2.034	0.167
SYNPCC7002_A0324	2.037	0.393
SYNPCC7002_A2778	2.037	0.533
SYNPCC7002_A2764	2.038	1.689
SYNPCC7002_A2151	2.040	0.071
SYNPCC7002_A2032	2.040	0.449
SYNPCC7002_A0792	2.040	0.285
SYNPCC7002_A2083	2.043	0.122
SYNPCC7002_A1511	2.045	4.908
SYNPCC7002_A0848	2.047	0.314
SYNPCC7002_A0831	2.048	2.590
SYNPCC7002_A1973	2.050	0.112
SYNPCC7002_A1964	2.053	0.408
SYNPCC7002_A1191	2.057	3.132
SYNPCC7002_A1683	2.058	0.352
SYNPCC7002_G0021	2.060	0.101
SYNPCC7002_A1178	2.061	0.438
SYNPCC7002_A2451	2.063	0.552
SYNPCC7002_A0828	2.065	3.324
SYNPCC7002_A1228	2.066	0.451
SYNPCC7002_A2162	2.069	2.225
SYNPCC7002_E0038	2.071	0.521
SYNPCC7002_A1022	2.071	2.018
SYNPCC7002_A0465	2.073	0.393
SYNPCC7002_A1551	2.075	0.062
SYNPCC7002_A0922	2.075	3.317
SYNPCC7002_A0846	2.078	0.056
SYNPCC7002_A0684	2.080	2.534
SYNPCC7002_A0177	2.083	1.546
SYNPCC7002_A2046	2.086	0.447
SYNPCC7002_A0750	2.086	1.960
SYNPCC7002_A2853	2.087	0.501
SYNPCC7002_A1313	2.087	0.499
SYNPCC7002_A1832	2.091	0.154
SYNPCC7002_A0341	2.092	0.203
SYNPCC7002_B0001	2.093	2.794
SYNPCC7002_A1268	2.095	0.276
SYNPCC7002_F0033	2.095	0.419
SYNPCC7002_G0057	2.106	0.811
SYNPCC7002_A1060	2.111	1.711
SYNPCC7002_F0062	2.113	0.434
